Date,Open,High,Low,Close,Adj Close,Volume
2013-02-17,27.285715,28.231428,25.490000,25.694286,25.694286,145000100
2013-02-24,25.855715,27.447144,25.064285,27.052856,27.052856,164418800
2013-03-03,26.954287,27.154285,25.165714,26.385714,26.385714,149795100
2013-03-10,26.285715,27.884285,25.572857,26.407143,26.407143,145184200
2013-03-17,25.911428,26.771429,25.607143,25.900000,25.900000,82072200
2013-03-24,26.061428,28.151428,25.681429,27.040001,27.040001,121905700
2013-03-31,27.278572,27.357143,23.218571,23.522858,23.522858,197558900
2013-04-07,23.690001,25.377142,22.714285,24.742857,24.742857,166354300
2013-04-14,25.080000,26.049999,23.114286,23.338572,23.338572,147070700
2013-04-21,23.674286,32.042858,23.674286,30.792856,30.792856,297693900
2013-04-28,30.944286,31.392857,30.027143,30.492857,30.492857,97978300
2013-05-05,29.947144,31.392857,29.145714,31.098572,31.098572,121387000
2013-05-12,31.024286,35.549999,31.020000,34.142857,34.142857,164117100
2013-05-19,34.062859,34.521427,31.650000,32.677143,32.677143,76032600
2013-05-26,33.107143,33.708572,29.987143,32.321430,32.321430,123131400
2013-06-02,32.435715,32.571430,30.571428,31.459999,31.459999,118742400
2013-06-09,31.861429,31.904285,29.392857,30.570000,30.570000,78141700
2013-06-16,32.220001,33.697144,30.600000,30.985714,30.985714,120195600
2013-06-23,30.428572,31.297142,29.651428,30.155714,30.155714,95557000
2013-06-30,30.517143,32.495716,30.285715,32.157143,32.157143,60830700
2013-07-07,32.425713,36.775715,32.215714,36.751427,36.751427,137762100
2013-07-14,37.057144,38.615715,36.018570,37.797142,37.797142,112087500
2013-07-21,38.121429,38.392857,34.272858,35.187141,35.187141,195013700
2013-07-28,35.151428,35.810001,34.544285,35.168571,35.168571,65245600
2013-08-04,34.844284,36.799999,34.482857,36.107143,36.107143,86827300
2013-08-11,35.897144,37.684284,35.774284,36.981430,36.981430,95128600
2013-08-18,36.857143,39.770000,36.821430,39.765713,39.765713,99143100
2013-08-25,39.444286,41.461430,39.148571,40.558571,40.558571,107720900
2013-09-01,41.061428,42.704285,40.650002,41.648571,41.648571,76442100
2013-09-08,41.821430,44.882858,41.468571,43.664288,43.664288,117440400
2013-09-15,44.285713,45.127144,42.528572,44.832859,44.832859,94236800
2013-09-22,45.770000,45.770000,42.788570,44.628571,44.628571,86209900
2013-09-29,43.959999,47.785713,43.599998,46.751427,46.751427,114233000
2013-10-06,46.291428,46.709999,40.400002,42.978573,42.978573,135157400
2013-10-13,44.372856,48.068573,43.714287,47.642857,47.642857,136078600
2013-10-20,48.988571,55.594284,45.285713,46.861427,46.861427,362188400
2013-10-27,46.430000,47.642857,44.171429,47.038570,47.038570,127348200
2013-11-03,47.278572,49.195713,46.450001,47.842857,47.842857,99397900
2013-11-10,47.535713,49.984287,46.945713,49.965714,49.965714,81272100
2013-11-17,50.000000,50.085712,47.748573,49.692856,49.692856,86978500
2013-11-24,49.557144,52.542858,49.287144,52.257141,52.257141,53888800
2013-12-01,52.125713,52.664288,50.285713,50.634285,50.634285,70340900
2013-12-08,50.738571,53.857143,50.474285,52.709999,52.709999,85048600
2013-12-15,52.854286,54.265713,52.035713,53.667141,53.667141,84907900
2013-12-22,54.098572,54.851429,52.258572,52.500000,52.500000,47419400
2013-12-29,52.517143,52.791428,51.291428,51.871429,51.871429,48734700
2014-01-05,51.889999,52.044285,47.218571,47.448570,47.448570,104915300
2014-01-12,47.304287,49.810001,45.581429,47.148571,47.148571,124961900
2014-01-19,47.461430,56.518570,45.750000,55.154285,55.154285,200309200
2014-01-26,55.341427,58.914288,52.937141,58.475716,58.475716,147089600
2014-02-02,58.842857,61.500000,56.715714,61.425713,61.425713,100747500
2014-02-09,61.347141,62.784286,60.611427,62.215714,62.215714,73838800
2014-02-16,62.422855,63.034286,61.138573,61.747143,61.747143,56987700
2014-02-23,62.209999,65.398575,61.214287,63.661430,63.661430,85810200
2014-03-02,63.027142,65.428574,62.585712,64.052856,64.052856,60167800
2014-03-09,64.067146,64.111427,60.428570,60.641430,60.641430,64401400
2014-03-16,61.169998,61.742859,57.962856,57.998573,57.998573,77180600
2014-03-23,57.927143,58.064285,50.821430,51.267143,51.267143,153364400
2014-03-30,51.644287,53.007141,47.982857,48.187141,48.187141,124600000
2014-04-06,48.644287,51.068573,46.230000,46.672855,46.672855,138641300
2014-04-13,47.555714,49.961430,44.585712,49.391430,49.391430,97024200
2014-04-20,49.900002,54.411430,46.000000,46.011429,46.011429,216590500
2014-04-27,45.435715,49.384285,42.785713,48.664288,48.664288,157070900
2014-05-04,48.295715,49.674286,44.908573,46.935715,46.935715,107871400
2014-05-11,47.265713,50.628571,47.217144,49.982857,49.982857,104561800
2014-05-18,49.571430,57.495716,49.507141,57.478573,57.478573,149506000
2014-05-25,57.428570,60.248573,56.164288,59.689999,59.689999,98702100
2014-06-01,59.925713,62.127144,58.928570,61.447144,61.447144,89707800
2014-06-08,61.357143,62.291428,59.601429,61.101429,61.101429,84926800
2014-06-15,60.932858,64.402855,60.488571,62.882858,62.882858,90819400
2014-06-22,62.765713,64.277145,61.904285,63.154285,63.154285,76617100
2014-06-29,63.265713,67.981430,62.812859,67.478569,67.478569,77253400
2014-07-06,67.442856,67.461426,61.171429,62.851429,62.851429,104098400
2014-07-13,63.328571,65.099998,62.250000,63.452858,63.452858,69405000
2014-07-20,64.527145,65.357140,59.860001,60.265713,60.265713,139344800
2014-07-27,60.315716,62.184284,58.930000,60.771427,60.771427,69274100
2014-08-03,61.028572,64.424286,60.044285,63.692856,63.692856,79984100
2014-08-10,64.174286,66.000000,63.344284,65.584282,65.584282,61863200
2014-08-17,66.008568,68.507141,65.892860,68.455711,68.455711,62039600
2014-08-24,68.792854,69.328575,67.258568,68.234283,68.234283,51439500
2014-08-31,68.357140,69.657143,67.152855,67.954285,67.954285,48937700
2014-09-07,67.771431,69.898575,67.742859,68.078575,68.078575,57801800
2014-09-14,68.220001,68.220001,63.657143,65.360001,65.360001,82180000
2014-09-21,65.181427,65.278572,62.697144,64.107140,64.107140,57437100
2014-09-28,63.438572,65.800003,62.470001,65.648575,65.648575,71145900
2014-10-05,66.000000,66.855713,64.482857,64.582855,64.582855,75840100
2014-10-12,64.464287,64.638573,47.285713,51.012856,51.012856,268357600
2014-10-19,50.857143,55.285713,50.777142,55.002857,55.002857,119618800
2014-10-26,54.842857,56.252857,53.514286,56.110001,56.110001,70252700
2014-11-02,56.175713,56.502857,53.770000,54.880001,54.880001,61912200
2014-11-09,54.714287,56.299999,53.862858,55.148571,55.148571,56987000
2014-11-16,55.054287,55.642857,51.357143,51.468571,51.468571,74965100
2014-11-23,51.508572,51.922855,49.142857,49.512856,49.512856,62730500
2014-11-30,49.285713,51.135715,48.234287,50.131428,50.131428,61839400
2014-12-07,49.881428,49.982857,46.980000,47.782856,47.782856,69533100
2014-12-14,48.055714,48.928570,45.077145,48.588570,48.588570,79846900
2014-12-21,48.542858,49.484287,47.472858,48.578571,48.578571,30543800
2014-12-28,47.970001,50.331429,47.652859,49.848572,49.848572,37702000
2015-01-04,49.258572,49.258572,45.661430,47.041428,47.041428,63232400
2015-01-11,47.090000,48.250000,45.264286,48.191429,48.191429,82916400
2015-01-18,48.571430,62.742859,47.714287,62.494286,62.494286,167556900
2015-01-25,62.571430,65.339996,61.957142,63.114285,63.114285,98757400
2015-02-01,62.842857,65.467140,61.955715,63.480000,63.480000,65028600
2015-02-08,63.198570,66.629997,62.637142,66.585716,66.585716,58978500
2015-02-15,66.515717,68.714287,65.944283,68.314285,68.314285,41341300
2015-02-22,68.300003,69.500000,67.142860,67.844284,67.844284,44330300
2015-03-01,67.714287,68.607140,64.844284,64.874283,64.874283,59200400
2015-03-08,64.989998,65.092857,61.982857,62.628571,62.628571,78096900
2015-03-15,61.547142,61.785713,59.299999,61.185715,61.185715,84950600
2015-03-22,60.889999,63.098572,58.572857,59.252857,59.252857,78096900
2015-03-29,59.715714,60.564285,58.702858,59.154285,59.154285,52025400
2015-04-05,58.768570,64.995712,58.464287,64.938568,64.938568,78857800
2015-04-12,67.239998,82.142860,67.057144,81.650002,81.650002,278414500
2015-04-19,81.785713,82.304283,78.955711,79.771431,79.771431,82514600
2015-04-26,80.292854,81.785713,78.894287,79.575714,79.575714,53078900
2015-05-03,79.571426,82.442856,78.900002,82.085716,82.085716,70637700
2015-05-10,82.324287,88.348572,82.185715,87.607140,87.607140,92897000
2015-05-17,87.544289,89.785713,87.024284,88.838570,88.838570,66903900
2015-05-24,88.874283,90.205711,87.785713,89.151428,89.151428,40686100
2015-05-31,88.837143,90.540001,87.944283,90.459999,90.459999,45391500
2015-06-07,90.714287,98.970001,88.995712,94.418571,94.418571,127197000
2015-06-14,92.857140,96.418571,91.658569,93.871429,93.871429,73780000
2015-06-21,95.042854,100.891426,93.088570,93.088570,93.088570,181435800
2015-06-28,91.505714,95.238571,91.117142,94.044289,94.044289,67208400
2015-07-05,93.472855,98.502853,92.284286,97.228569,97.228569,84739900
2015-07-12,98.098572,117.879997,97.050003,114.769997,114.769997,172438200
2015-07-19,114.699997,114.699997,108.900002,109.339996,109.339996,63694700
2015-07-26,107.790001,115.000000,103.879997,114.309998,114.309998,59732400
2015-08-02,114.599998,129.289993,111.779999,123.519997,123.519997,108822000
2015-08-09,126.089996,126.500000,118.660004,123.389999,123.389999,62796000
2015-08-16,123.139999,126.750000,102.750000,103.959999,103.959999,90004700
2015-08-23,88.750000,119.349998,85.500000,117.629997,117.629997,191033500
2015-08-30,115.239998,117.000000,97.339996,98.790001,98.790001,146584700
2015-09-06,102.080002,102.790001,93.550003,97.510002,97.510002,117409900
2015-09-13,96.839996,107.500000,93.610001,102.620003,102.620003,113728000
2015-09-20,103.300003,105.449997,96.779999,102.239998,102.239998,85224100
2015-09-27,101.570000,106.870003,96.849998,106.110001,106.110001,90413700
2015-10-04,107.480003,115.830002,102.599998,113.330002,113.330002,119404300
2015-10-11,114.449997,115.419998,98.410004,98.989998,98.989998,133192900
2015-10-18,98.070000,103.620003,96.260002,100.040001,100.040001,91845500
2015-10-25,100.050003,110.099998,99.379997,108.379997,108.379997,62808100
2015-11-01,109.199997,115.680000,106.300003,114.059998,114.059998,66525200
2015-11-08,113.360001,115.250000,103.269997,103.650002,103.650002,74747800
2015-11-15,102.970001,124.070000,101.860001,123.839996,123.839996,113466300
2015-11-22,124.300003,126.389999,120.029999,125.440002,125.440002,51688500
2015-11-29,126.029999,132.199997,122.419998,130.929993,130.929993,97448200
2015-12-06,131.190002,133.270004,118.599998,118.910004,118.910004,89310900
2015-12-13,119.769997,126.349998,114.660004,118.019997,118.019997,78853300
2015-12-20,119.510002,119.589996,114.860001,117.330002,117.330002,34214600
2015-12-27,117.260002,119.599998,113.849998,114.379997,114.379997,34006200
2016-01-03,109.000000,122.180000,104.959999,111.389999,111.389999,123208900
2016-01-10,112.129997,117.779999,101.209999,104.040001,104.040001,105415400
2016-01-17,106.570000,110.139999,97.050003,100.720001,100.720001,146581500
2016-01-24,99.779999,102.680000,90.110001,91.839996,91.839996,112987400
2016-01-31,91.790001,97.180000,81.860001,82.790001,82.790001,114094900
2016-02-07,80.570000,92.209999,79.949997,87.400002,87.400002,114963000
2016-02-14,89.000000,94.900002,87.540001,89.230003,89.230003,66634900
2016-02-21,90.750000,97.480003,86.699997,94.790001,94.790001,79913000
2016-02-28,94.809998,102.220001,93.339996,101.580002,101.580002,88550200
2016-03-06,101.000000,101.790001,94.500000,97.660004,97.660004,83067300
2016-03-13,97.199997,102.410004,96.430000,101.120003,101.120003,62852700
2016-03-20,101.150002,102.099998,97.070000,98.360001,98.360001,37633000
2016-03-27,98.339996,105.790001,97.820000,105.699997,105.699997,67076000
2016-04-03,105.900002,106.440002,102.820000,103.809998,103.809998,49239600
2016-04-10,104.040001,111.849998,102.209999,111.510002,111.510002,57889800
2016-04-17,109.900002,110.699997,93.139999,95.900002,95.900002,150884400
2016-04-24,95.699997,95.750000,88.209999,90.029999,90.029999,67978100
2016-05-01,90.410004,93.250000,88.110001,90.839996,90.839996,51338000
2016-05-08,90.730003,93.250000,85.739998,87.879997,87.879997,64392000
2016-05-15,87.559998,93.279999,86.150002,92.489998,92.489998,63244200
2016-05-22,92.980003,104.000000,92.849998,103.300003,103.300003,77298000
2016-05-29,102.949997,103.449997,98.529999,99.589996,99.589996,34335500
2016-06-05,100.290001,101.629997,93.279999,93.750000,93.750000,44558400
2016-06-12,95.019997,97.199997,93.250000,94.449997,94.449997,46237700
2016-06-19,95.220001,95.879997,87.209999,88.440002,88.440002,55748400
2016-06-26,87.879997,97.000000,84.809998,96.669998,96.669998,62229400
2016-07-03,95.199997,101.269997,93.180000,97.059998,97.059998,60429500
2016-07-10,96.190002,98.699997,94.089996,98.389999,98.389999,52589400
2016-07-17,98.430000,99.839996,84.500000,85.889999,85.889999,135323900
2016-07-24,85.730003,93.099998,85.010002,91.250000,91.250000,55628000
2016-07-31,91.230003,97.739998,90.500000,97.029999,97.029999,51942200
2016-08-07,95.910004,96.830002,92.949997,96.589996,96.589996,40962500
2016-08-14,96.830002,97.220001,94.400002,95.870003,95.870003,36127000
2016-08-21,95.669998,98.250000,94.910004,97.580002,97.580002,34786800
2016-08-28,96.970001,98.849998,96.570000,97.379997,97.379997,27188300
2016-09-04,97.760002,100.320000,96.500000,96.500000,96.500000,28079100
2016-09-11,95.910004,99.489998,95.330002,99.480003,99.480003,42726100
2016-09-18,99.900002,100.349998,93.260002,95.940002,95.940002,50789700
2016-09-25,95.379997,99.529999,94.040001,98.550003,98.550003,39679900
2016-10-02,98.000000,106.970001,98.000000,104.820000,104.820000,55677700
2016-10-09,103.180000,104.529999,97.629997,101.470001,101.470001,41009500
2016-10-16,100.500000,127.849998,98.379997,127.500000,127.500000,124064600
2016-10-23,127.419998,129.289993,125.750000,126.570000,126.570000,46828500
2016-10-30,126.849998,126.900002,121.620003,122.029999,122.029999,28431600
2016-11-06,124.260002,125.809998,113.110001,114.779999,114.779999,49022600
2016-11-13,114.750000,116.809998,110.680000,115.209999,115.209999,36290700
2016-11-20,116.199997,119.459999,116.190002,117.410004,117.410004,20209300
2016-11-27,117.050003,120.980003,113.949997,120.809998,120.809998,37666800
2016-12-04,120.730003,126.349998,118.400002,122.879997,122.879997,41032700
2016-12-11,122.839996,127.430000,122.300003,124.220001,124.220001,30836600
2016-12-18,124.300003,127.739998,122.870003,125.589996,125.589996,21491000
2016-12-25,126.239998,129.070007,123.599998,123.800003,123.800003,17577900
2017-01-01,124.959999,133.880005,124.309998,131.070007,131.070007,38124900
2017-01-08,131.479996,133.929993,128.500000,133.699997,133.699997,33276600
2017-01-15,135.039993,143.460007,131.059998,138.600006,138.600006,61089600
2017-01-22,138.649994,142.490005,137.029999,142.449997,142.449997,36788900
2017-01-29,141.770004,142.410004,138.800003,140.250000,140.250000,25542500
2017-02-05,140.000000,145.300003,139.160004,144.820007,144.820007,29739700
2017-02-12,145.190002,145.949997,140.050003,142.220001,142.220001,25902900
2017-02-19,142.990005,144.490005,141.520004,143.250000,143.250000,15024200
2017-02-26,143.119995,143.919998,138.259995,139.139999,139.139999,23459900
2017-03-05,141.000000,142.839996,139.740005,140.889999,140.889999,21413800
2017-03-12,140.899994,146.500000,140.320007,145.110001,145.110001,27137700
2017-03-19,145.449997,147.699997,140.759995,142.020004,142.020004,24836900
2017-03-26,140.830002,148.289993,140.000000,147.809998,147.809998,21614000
2017-04-02,146.699997,148.009995,142.710007,143.110001,143.110001,19938700
2017-04-09,143.039993,145.740005,141.210007,142.919998,142.919998,18501700
2017-04-16,144.429993,147.399994,138.660004,142.869995,142.869995,62503800
2017-04-23,143.610001,153.520004,143.399994,152.199997,152.199997,48834800
2017-04-30,151.910004,158.589996,151.610001,156.600006,156.600006,29271600
2017-05-07,156.550003,161.100006,155.300003,160.809998,160.809998,26370000
2017-05-14,160.250000,161.779999,153.000000,157.020004,157.020004,27515600
2017-05-21,157.860001,164.100006,156.429993,162.429993,162.429993,23481100
2017-05-28,163.600006,165.360001,160.740005,165.179993,165.179993,18312900
2017-06-04,165.490005,166.869995,154.500000,158.029999,158.029999,25621500
2017-06-11,155.300003,155.679993,147.300003,152.380005,152.380005,43290400
2017-06-18,154.289993,158.190002,151.399994,158.020004,158.020004,27246400
2017-06-25,158.779999,159.970001,148.000000,149.410004,149.410004,31386000
2017-07-02,149.800003,150.750000,144.250000,150.179993,150.179993,19583800
2017-07-09,150.339996,161.350006,149.649994,161.119995,161.119995,30990300
2017-07-16,162.910004,191.500000,160.020004,188.539993,188.539993,93613000
2017-07-23,188.690002,190.250000,179.380005,184.039993,184.039993,36074000
2017-07-30,184.259995,184.970001,177.809998,180.270004,180.270004,24886400
2017-08-06,181.000000,182.270004,167.600006,171.399994,171.399994,35099700
2017-08-13,169.800003,172.449997,165.720001,166.539993,166.539993,32753000
2017-08-20,166.910004,171.240005,164.229996,165.949997,165.949997,25425000
2017-08-27,166.429993,176.479996,164.729996,174.740005,174.740005,27066900
2017-09-03,173.399994,180.389999,172.440002,176.419998,176.419998,23959000
2017-09-10,178.100006,185.330002,178.029999,182.350006,182.350006,27091700
2017-09-17,183.610001,189.949997,182.729996,187.350006,187.350006,27579100
2017-09-24,186.460007,186.550003,176.550003,181.350006,181.350006,28985100
2017-10-01,182.110001,198.919998,176.580002,198.020004,198.020004,55295900
2017-10-08,199.100006,200.820007,192.100006,199.490005,199.490005,39490300
2017-10-15,201.949997,204.380005,191.160004,194.160004,194.160004,70234600
2017-10-22,194.169998,200.649994,191.029999,199.539993,199.539993,32678800
2017-10-29,199.619995,201.100006,195.220001,200.009995,200.009995,23260700
2017-11-05,200.000000,202.479996,189.500000,192.020004,192.020004,29154100
2017-11-12,191.119995,197.699997,191.000000,193.199997,193.199997,21845300
2017-11-19,193.300003,197.520004,191.899994,195.750000,195.750000,16670700
2017-11-26,195.559998,199.679993,184.320007,186.820007,186.820007,37243500
2017-12-03,189.360001,189.720001,178.380005,188.539993,188.539993,29990400
2017-12-10,187.850006,192.639999,184.820007,190.119995,190.119995,29352900
2017-12-17,191.199997,191.649994,185.259995,189.940002,189.940002,27198100
2017-12-24,189.779999,194.490005,185.220001,191.960007,191.960007,22342800
2017-12-31,196.100006,210.020004,195.419998,209.990005,209.990005,32621100
2018-01-07,210.020004,222.550003,206.910004,221.229996,221.229996,33516500
2018-01-14,224.240005,226.070007,216.320007,220.460007,220.460007,41413100
2018-01-21,222.000000,274.600006,221.199997,274.600006,274.600006,89119200
2018-01-28,274.200012,286.809998,262.709991,267.429993,267.429993,60500300
2018-02-04,262.000000,272.450012,236.110001,249.470001,249.470001,59687000
2018-02-11,252.139999,281.959991,249.000000,278.519989,278.519989,45434200
2018-02-18,277.739990,286.640015,274.450012,285.929993,285.929993,33333400
2018-02-25,288.750000,301.179993,283.230011,301.049988,301.049988,52616000
2018-03-04,302.850006,331.440002,297.600006,331.440002,331.440002,80484400
2018-03-11,333.559998,333.980011,313.279999,318.450012,318.450012,56738100
2018-03-18,315.799988,319.500000,300.359985,300.940002,300.940002,38774200
2018-03-25,309.359985,322.899994,275.899994,295.350006,295.350006,62175300
2018-04-01,291.940002,299.160004,271.220001,288.850006,288.850006,61114700
2018-04-08,291.769989,317.489990,289.119995,311.649994,311.649994,57687500
2018-04-15,315.989990,338.820007,304.000000,327.769989,327.769989,82993000
2018-04-22,329.149994,331.220001,292.619995,311.760010,311.760010,54122000
2018-04-29,311.070007,320.980011,305.730011,320.089996,320.089996,32167800
2018-05-06,321.989990,332.059998,319.339996,326.459991,326.459991,27378900
2018-05-13,327.250000,330.500000,322.429993,324.179993,324.179993,21021000
2018-05-20,327.109985,354.359985,325.450012,351.290009,351.290009,45246800
2018-05-27,351.500000,359.989990,346.709991,359.929993,359.929993,29437400
2018-06-03,362.679993,369.829987,355.510010,360.570007,360.570007,37256000
2018-06-10,361.880005,398.859985,360.910004,391.980011,391.980011,55132600
2018-06-17,387.720001,423.209991,386.500000,411.089996,411.089996,68835000
2018-06-24,404.690002,411.589996,378.750000,391.429993,391.429993,75695900
2018-07-01,385.450012,408.649994,380.000000,408.250000,408.250000,30501300
2018-07-08,415.950012,419.769989,395.079987,395.799988,395.799988,58686600
2018-07-15,398.980011,403.359985,344.000000,361.049988,361.049988,135092100
2018-07-22,359.149994,367.399994,351.649994,355.209991,355.209991,48767700
2018-07-29,351.929993,352.029999,328.000000,343.089996,343.089996,56116300
2018-08-05,342.869995,357.309998,341.739990,345.869995,345.869995,30712400
2018-08-12,339.890015,347.190002,312.959991,316.779999,316.779999,41576200
2018-08-19,314.640015,359.149994,310.929993,358.820007,358.820007,63370500
2018-08-26,367.149994,376.809998,360.000000,367.679993,367.679993,53693000
2018-09-02,366.470001,368.880005,335.829987,348.679993,348.679993,42854000
2018-09-09,352.269989,374.089996,343.079987,364.559998,364.559998,35553600
2018-09-16,364.220001,377.609985,349.570007,361.190002,361.190002,48061400
2018-09-23,359.000000,383.200012,354.329987,374.130005,374.130005,44363100
2018-09-30,375.850006,386.799988,343.000000,351.350006,351.350006,45411300
2018-10-07,345.179993,358.720001,315.809998,339.559998,339.559998,69266500
2018-10-14,337.630005,380.000000,326.929993,332.670013,332.670013,99160500
2018-10-21,333.100006,336.579987,292.299988,299.829987,299.829987,84006700
2018-10-28,305.260010,321.880005,271.209991,309.100006,309.100006,94270900
2018-11-04,311.100006,332.049988,298.010010,303.470001,303.470001,57826400
2018-11-11,300.000000,303.549988,278.299988,286.209991,286.209991,59077200
2018-11-18,283.790009,285.089996,250.000000,258.820007,258.820007,45955700
2018-11-25,260.549988,290.809998,253.800003,286.130005,286.130005,65741000
2018-12-02,293.190002,298.720001,263.380005,265.140015,265.140015,52459000
2018-12-09,264.190002,281.769989,260.609985,266.839996,266.839996,49200100
2018-12-16,266.510010,280.869995,241.289993,246.389999,246.389999,71963700
2018-12-23,242.000000,261.910004,231.229996,256.079987,256.079987,47178300
2018-12-30,260.160004,297.799988,256.579987,297.570007,297.570007,59488100
2019-01-06,302.100006,341.089996,301.649994,337.589996,337.589996,80295400
2019-01-13,334.239990,358.850006,329.130005,339.100006,339.100006,92558500
2019-01-20,334.890015,340.000000,318.600006,338.049988,338.049988,53706000
2019-01-27,334.700012,346.839996,328.149994,339.850006,339.850006,43905100
2019-02-03,342.600006,360.000000,338.000000,347.570007,347.570007,40241600
2019-02-10,350.000000,364.399994,344.809998,356.869995,356.869995,44968700
2019-02-17,355.799988,366.709991,353.880005,363.019989,363.019989,28823400
2019-02-24,367.010010,371.489990,354.690002,357.320007,357.320007,29857100
2019-03-03,359.720001,362.859985,342.470001,349.600006,349.600006,32686800
2019-03-10,352.000000,364.000000,350.029999,361.459991,361.459991,30711900
2019-03-17,362.470001,379.000000,356.799988,361.010010,361.010010,42858600
2019-03-24,359.000000,368.380005,349.200012,356.559998,356.559998,33059300
2019-03-31,359.000000,373.410004,358.510010,365.489990,365.489990,26096500
2019-04-07,365.109985,370.119995,349.359985,351.140015,351.140015,36811700
2019-04-14,350.709991,368.760010,342.269989,360.350006,360.350006,53989800
2019-04-21,359.700012,384.799988,359.000000,374.850006,374.850006,40489600
2019-04-28,373.679993,385.989990,368.350006,385.029999,385.029999,27477600
2019-05-05,377.690002,381.350006,352.750000,361.040009,361.040009,30879700
2019-05-12,352.290009,364.000000,341.390015,354.450012,354.450012,30886700
2019-05-19,351.230011,370.459991,345.399994,354.390015,354.390015,24338700
2019-05-26,354.390015,361.200012,342.920013,343.279999,343.279999,19407400
